"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M06","Cyprus","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Cyprus","Iraq","Total","Total","Asylum applicant","Person","10"
"2015M06","Cyprus","Iraq","Total","Total","First time applicant","Person","10"
"2015M06","Cyprus","Syria","Total","Total","Asylum applicant","Person","70"
"2015M06","Cyprus","Syria","Total","Total","First time applicant","Person","60"
"2015M06","Latvia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Latvia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","15"
"2015M06","Latvia","Afghanistan","Total","Total","First time applicant","Person","15"
"2015M06","Latvia","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M06","Latvia","Iraq","Total","Total","First time applicant","Person","5"
"2015M06","Latvia","Syria","Total","Total","Asylum applicant","Person","5"
"2015M06","Latvia","Syria","Total","Total","First time applicant","Person","5"
"2015M06","Lithuania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Lithuania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Lithuania","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Lithuania","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M06","Lithuania","Iraq","Total","Total","First time applicant","Person","5"
"2015M06","Lithuania","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Lithuania","Syria","Total","Total","First time applicant","Person","0"
"2015M06","Luxembourg","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Luxembourg","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Luxembourg","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Luxembourg","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10"
"2015M06","Luxembourg","Syria","Total","Total","First time applicant","Person","10"
"2015M06","Hungary","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Hungary","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","6 755"
"2015M06","Hungary","Afghanistan","Total","Total","First time applicant","Person","6 715"
"2015M06","Hungary","Iraq","Total","Total","Asylum applicant","Person","1 055"
"2015M06","Hungary","Iraq","Total","Total","First time applicant","Person","1 040"
"2015M06","Hungary","Syria","Total","Total","Asylum applicant","Person","4 685"
"2015M06","Hungary","Syria","Total","Total","First time applicant","Person","4 655"
"2015M06","Malta","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Malta","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Malta","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Malta","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Malta","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Malta","Syria","Total","Total","Asylum applicant","Person","20"
"2015M06","Malta","Syria","Total","Total","First time applicant","Person","20"
"2015M06","Netherlands","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Netherlands","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","70"
"2015M06","Netherlands","Afghanistan","Total","Total","First time applicant","Person","50"
"2015M06","Netherlands","Iraq","Total","Total","Asylum applicant","Person","70"
"2015M06","Netherlands","Iraq","Total","Total","First time applicant","Person","55"
"2015M06","Netherlands","Syria","Total","Total","Asylum applicant","Person","730"
"2015M06","Netherlands","Syria","Total","Total","First time applicant","Person","725"
"2015M06","Austria","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M06","Austria","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M06","Austria","Afghanistan","Total","Total","Asylum applicant","Person","1 830"
"2015M06","Austria","Afghanistan","Total","Total","First time applicant","Person","1 810"
"2015M06","Austria","Iraq","Total","Total","Asylum applicant","Person","1 265"
"2015M06","Austria","Iraq","Total","Total","First time applicant","Person","1 245"
"2015M06","Austria","Syria","Total","Total","Asylum applicant","Person","2 450"
"2015M06","Austria","Syria","Total","Total","First time applicant","Person","2 435"
"2015M06","Poland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Poland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Poland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Poland","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Poland","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M06","Poland","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Poland","Syria","Total","Total","Asylum applicant","Person","10"
"2015M06","Poland","Syria","Total","Total","First time applicant","Person","10"
"2015M06","Portugal","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Portugal","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Portugal","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Portugal","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Portugal","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Portugal","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Portugal","Syria","Total","Total","First time applicant","Person","0"
"2015M06","Romania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Romania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Romania","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M06","Romania","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M06","Romania","Iraq","Total","Total","Asylum applicant","Person","15"
"2015M06","Romania","Iraq","Total","Total","First time applicant","Person","15"
"2015M06","Romania","Syria","Total","Total","Asylum applicant","Person","40"
"2015M06","Romania","Syria","Total","Total","First time applicant","Person","40"
"2015M06","Slovenia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovenia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovenia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Slovenia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovenia","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Slovenia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovenia","Syria","Total","Total","First time applicant","Person","0"
"2015M06","Slovakia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovakia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovakia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M06","Slovakia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovakia","Iraq","Total","Total","First time applicant","Person","0"
"2015M06","Slovakia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Slovakia","Syria","Total","Total","First time applicant","Person","0"
"2015M06","Finland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Finland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Finland","Afghanistan","Total","Total","Asylum applicant","Person","45"
"2015M06","Finland","Afghanistan","Total","Total","First time applicant","Person","45"
"2015M06","Finland","Iraq","Total","Total","Asylum applicant","Person","255"
"2015M06","Finland","Iraq","Total","Total","First time applicant","Person","255"
"2015M06","Finland","Syria","Total","Total","Asylum applicant","Person","20"
"2015M06","Finland","Syria","Total","Total","First time applicant","Person","20"
"2015M06","Sweden","European Union (28 countries)","Total","Total","Asylum applicant","Person","15"
"2015M06","Sweden","European Union (28 countries)","Total","Total","First time applicant","Person","10"
"2015M06","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","740"
"2015M06","Sweden","Afghanistan","Total","Total","First time applicant","Person","725"
"2015M06","Sweden","Iraq","Total","Total","Asylum applicant","Person","260"
"2015M06","Sweden","Iraq","Total","Total","First time applicant","Person","235"
"2015M06","Sweden","Syria","Total","Total","Asylum applicant","Person","1 755"
"2015M06","Sweden","Syria","Total","Total","First time applicant","Person","1 715"
"2015M06","United Kingdom","European Union (28 countries)","Total","Total","Asylum applicant","Person","20"
"2015M06","United Kingdom","European Union (28 countries)","Total","Total","First time applicant","Person","20"
"2015M06","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","295"
"2015M06","United Kingdom","Afghanistan","Total","Total","First time applicant","Person","295"
"2015M06","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","145"
"2015M06","United Kingdom","Iraq","Total","Total","First time applicant","Person","140"
"2015M06","United Kingdom","Syria","Total","Total","Asylum applicant","Person","165"
"2015M06","United Kingdom","Syria","Total","Total","First time applicant","Person","165"
"2015M06","Iceland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Iceland","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M06","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Iceland","Afghanistan","Total","Total","First time applicant","Person",":"
"2015M06","Iceland","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Iceland","Iraq","Total","Total","First time applicant","Person",":"
"2015M06","Iceland","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Iceland","Syria","Total","Total","First time applicant","Person",":"
"2015M06","Liechtenstein","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Liechtenstein","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M06","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M06","Liechtenstein","Afghanistan","Total","Total","First time applicant","Person",":"
"2015M06","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M06","Liechtenstein","Iraq","Total","Total","First time applicant","Person",":"
"2015M06","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0"
"2015M06","Liechtenstein","Syria","Total","Total","First time applicant","Person",":"
"2015M06","Norway","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M06","Norway","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M06","Norway","Afghanistan","Total","Total","Asylum applicant","Person","265"
"2015M06","Norway","Afghanistan","Total","Total","First time applicant","Person","255"
"2015M06","Norway","Iraq","Total","Total","Asylum applicant","Person","20"
"2015M06","Norway","Iraq","Total","Total","First time applicant","Person","20"
"2015M06","Norway","Syria","Total","Total","Asylum applicant","Person","185"
"2015M06","Norway","Syria","Total","Total","First time applicant","Person","185"
"2015M06","Switzerland","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M06","Switzerland","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M06","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","155"
"2015M06","Switzerland","Afghanistan","Total","Total","First time applicant","Person","155"
"2015M06","Switzerland","Iraq","Total","Total","Asylum applicant","Person","40"
"2015M06","Switzerland","Iraq","Total","Total","First time applicant","Person","30"
"2015M06","Switzerland","Syria","Total","Total","Asylum applicant","Person","140"
"2015M06","Switzerland","Syria","Total","Total","First time applicant","Person","125"
"2015M07","European Union (28 countries)","European Union (28 countries)","Total","Total","Asylum applicant","Person","55"
"2015M07","European Union (28 countries)","European Union (28 countries)","Total","Total","First time applicant","Person","45"
"2015M07","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","18 740"
"2015M07","European Union (28 countries)","Afghanistan","Total","Total","First time applicant","Person","18 360"
"2015M07","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","8 355"
"2015M07","European Union (28 countries)","Iraq","Total","Total","First time applicant","Person","8 090"
"2015M07","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","32 125"
"2015M07","European Union (28 countries)","Syria","Total","Total","First time applicant","Person","31 575"
"2015M07","Belgium","European Union (28 countries)","Total","Total","Asylum applicant","Person","10"
"2015M07","Belgium","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M07","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","410"
"2015M07","Belgium","Afghanistan","Total","Total","First time applicant","Person","360"
"2015M07","Belgium","Iraq","Total","Total","Asylum applicant","Person","1 000"
"2015M07","Belgium","Iraq","Total","Total","First time applicant","Person","970"
"2015M07","Belgium","Syria","Total","Total","Asylum applicant","Person","680"
"2015M07","Belgium","Syria","Total","Total","First time applicant","Person","670"
"2015M07","Bulgaria","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Bulgaria","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","525"
"2015M07","Bulgaria","Afghanistan","Total","Total","First time applicant","Person","520"
"2015M07","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","570"
"2015M07","Bulgaria","Iraq","Total","Total","First time applicant","Person","560"
"2015M07","Bulgaria","Syria","Total","Total","Asylum applicant","Person","680"
"2015M07","Bulgaria","Syria","Total","Total","First time applicant","Person","675"
"2015M07","Czech Republic","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Czech Republic","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Czech Republic","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M07","Czech Republic","Iraq","Total","Total","First time applicant","Person","5"
"2015M07","Czech Republic","Syria","Total","Total","Asylum applicant","Person","10"
"2015M07","Czech Republic","Syria","Total","Total","First time applicant","Person","5"
"2015M07","Denmark","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Denmark","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","60"
"2015M07","Denmark","Afghanistan","Total","Total","First time applicant","Person","55"
"2015M07","Denmark","Iraq","Total","Total","Asylum applicant","Person","20"
"2015M07","Denmark","Iraq","Total","Total","First time applicant","Person","20"
"2015M07","Denmark","Syria","Total","Total","Asylum applicant","Person","480"
"2015M07","Denmark","Syria","Total","Total","First time applicant","Person","480"
"2015M07","Germany (until 1990 former territory of the FRG)","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M07","Germany (until 1990 former territory of the FRG)","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M07","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","2 465"
"2015M07","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","First time applicant","Person","2 425"
"2015M07","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","2 355"
"2015M07","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","First time applicant","Person","2 225"
"2015M07","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","10 120"
"2015M07","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","First time applicant","Person","9 800"
"2015M07","Estonia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Estonia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Estonia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Estonia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Estonia","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Estonia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Estonia","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Ireland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Ireland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","10"
"2015M07","Ireland","Afghanistan","Total","Total","First time applicant","Person","10"
"2015M07","Ireland","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Ireland","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Ireland","Syria","Total","Total","Asylum applicant","Person","5"
"2015M07","Ireland","Syria","Total","Total","First time applicant","Person","5"
"2015M07","Greece","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Greece","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Greece","Afghanistan","Total","Total","Asylum applicant","Person","185"
"2015M07","Greece","Afghanistan","Total","Total","First time applicant","Person","165"
"2015M07","Greece","Iraq","Total","Total","Asylum applicant","Person","55"
"2015M07","Greece","Iraq","Total","Total","First time applicant","Person","45"
"2015M07","Greece","Syria","Total","Total","Asylum applicant","Person","425"
"2015M07","Greece","Syria","Total","Total","First time applicant","Person","410"
"2015M07","Spain","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Spain","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Spain","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Spain","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Spain","Iraq","Total","Total","Asylum applicant","Person","10"
"2015M07","Spain","Iraq","Total","Total","First time applicant","Person","10"
"2015M07","Spain","Syria","Total","Total","Asylum applicant","Person","355"
"2015M07","Spain","Syria","Total","Total","First time applicant","Person","355"
"2015M07","France","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","France","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","France","Afghanistan","Total","Total","Asylum applicant","Person","80"
"2015M07","France","Afghanistan","Total","Total","First time applicant","Person","80"
"2015M07","France","Iraq","Total","Total","Asylum applicant","Person","305"
"2015M07","France","Iraq","Total","Total","First time applicant","Person","300"
"2015M07","France","Syria","Total","Total","Asylum applicant","Person","230"
"2015M07","France","Syria","Total","Total","First time applicant","Person","230"
"2015M07","Croatia","European Union (28 countries)","Total","Total","Asylum applicant","Person","5"
"2015M07","Croatia","European Union (28 countries)","Total","Total","First time applicant","Person","5"
"2015M07","Croatia","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Croatia","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Croatia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Croatia","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Croatia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Croatia","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Italy","European Union (28 countries)","Total","Total","Asylum applicant","Person",":"
"2015M07","Italy","European Union (28 countries)","Total","Total","First time applicant","Person",":"
"2015M07","Italy","Afghanistan","Total","Total","Asylum applicant","Person","325"
"2015M07","Italy","Afghanistan","Total","Total","First time applicant","Person","325"
"2015M07","Italy","Iraq","Total","Total","Asylum applicant","Person","40"
"2015M07","Italy","Iraq","Total","Total","First time applicant","Person","40"
"2015M07","Italy","Syria","Total","Total","Asylum applicant","Person","25"
"2015M07","Italy","Syria","Total","Total","First time applicant","Person","25"
"2015M07","Cyprus","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Cyprus","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Cyprus","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Cyprus","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Cyprus","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Cyprus","Syria","Total","Total","Asylum applicant","Person","80"
"2015M07","Cyprus","Syria","Total","Total","First time applicant","Person","75"
"2015M07","Latvia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Latvia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M07","Latvia","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M07","Latvia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Latvia","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Latvia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Latvia","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Lithuania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Lithuania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Lithuania","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Lithuania","Iraq","Total","Total","Asylum applicant","Person","15"
"2015M07","Lithuania","Iraq","Total","Total","First time applicant","Person","15"
"2015M07","Lithuania","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Lithuania","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Luxembourg","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Luxembourg","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Luxembourg","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Luxembourg","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Luxembourg","Syria","Total","Total","Asylum applicant","Person","20"
"2015M07","Luxembourg","Syria","Total","Total","First time applicant","Person","20"
"2015M07","Hungary","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Hungary","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","10 150"
"2015M07","Hungary","Afghanistan","Total","Total","First time applicant","Person","10 010"
"2015M07","Hungary","Iraq","Total","Total","Asylum applicant","Person","1 410"
"2015M07","Hungary","Iraq","Total","Total","First time applicant","Person","1 400"
"2015M07","Hungary","Syria","Total","Total","Asylum applicant","Person","12 475"
"2015M07","Hungary","Syria","Total","Total","First time applicant","Person","12 345"
"2015M07","Malta","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Malta","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Malta","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Malta","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Malta","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Malta","Syria","Total","Total","Asylum applicant","Person","25"
"2015M07","Malta","Syria","Total","Total","First time applicant","Person","25"
"2015M07","Netherlands","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Netherlands","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","95"
"2015M07","Netherlands","Afghanistan","Total","Total","First time applicant","Person","65"
"2015M07","Netherlands","Iraq","Total","Total","Asylum applicant","Person","95"
"2015M07","Netherlands","Iraq","Total","Total","First time applicant","Person","80"
"2015M07","Netherlands","Syria","Total","Total","Asylum applicant","Person","1 125"
"2015M07","Netherlands","Syria","Total","Total","First time applicant","Person","1 120"
"2015M07","Austria","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Austria","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Austria","Afghanistan","Total","Total","Asylum applicant","Person","2 765"
"2015M07","Austria","Afghanistan","Total","Total","First time applicant","Person","2 710"
"2015M07","Austria","Iraq","Total","Total","Asylum applicant","Person","1 300"
"2015M07","Austria","Iraq","Total","Total","First time applicant","Person","1 285"
"2015M07","Austria","Syria","Total","Total","Asylum applicant","Person","2 325"
"2015M07","Austria","Syria","Total","Total","First time applicant","Person","2 300"
"2015M07","Poland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Poland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Poland","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Poland","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Poland","Iraq","Total","Total","Asylum applicant","Person","5"
"2015M07","Poland","Iraq","Total","Total","First time applicant","Person","5"
"2015M07","Poland","Syria","Total","Total","Asylum applicant","Person","165"
"2015M07","Poland","Syria","Total","Total","First time applicant","Person","160"
"2015M07","Portugal","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Portugal","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0"
"2015M07","Portugal","Afghanistan","Total","Total","First time applicant","Person","0"
"2015M07","Portugal","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Portugal","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Portugal","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Portugal","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Romania","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Romania","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Romania","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M07","Romania","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M07","Romania","Iraq","Total","Total","Asylum applicant","Person","25"
"2015M07","Romania","Iraq","Total","Total","First time applicant","Person","20"
"2015M07","Romania","Syria","Total","Total","Asylum applicant","Person","40"
"2015M07","Romania","Syria","Total","Total","First time applicant","Person","40"
"2015M07","Slovenia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovenia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","5"
"2015M07","Slovenia","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M07","Slovenia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovenia","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Slovenia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovenia","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Slovakia","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovakia","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","10"
"2015M07","Slovakia","Afghanistan","Total","Total","First time applicant","Person","5"
"2015M07","Slovakia","Iraq","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovakia","Iraq","Total","Total","First time applicant","Person","0"
"2015M07","Slovakia","Syria","Total","Total","Asylum applicant","Person","0"
"2015M07","Slovakia","Syria","Total","Total","First time applicant","Person","0"
"2015M07","Finland","European Union (28 countries)","Total","Total","Asylum applicant","Person","0"
"2015M07","Finland","European Union (28 countries)","Total","Total","First time applicant","Person","0"
"2015M07","Finland","Afghanistan","Total","Total","Asylum applicant","Person","75"
"2015M07","Finland","Afghanistan","Total","Total","First time applicant","Person","75"
"2015M07","Finland","Iraq","Total","Total","Asylum applicant","Person","630"
"2015M07","Finland","Iraq","Total","Total","First time applicant","Person","625"
"2015M07","Finland","Syria","Total","Total","Asylum applicant","Person","30"
"2015M07","Finland","Syria","Total","Total","First time applicant","Person","30"
"2015M07","Sweden","European Union (28 countries)","Total","Total","Asylum applicant","Person","10"
