"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2015M05","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","30",""
"2015M05","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","10",""
"2015M05","Switzerland","Russia","Males","Total","Asylum applicant","Person","10",""
"2015M05","Switzerland","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M05","Switzerland","Extra EU-28","Males","Total","Asylum applicant","Person","1,615",""
"2015M05","Switzerland","Extra EU-28","Females","Total","Asylum applicant","Person","580",""
"2015M05","Switzerland","Eritrea","Males","Total","Asylum applicant","Person","570",""
"2015M05","Switzerland","Eritrea","Females","Total","Asylum applicant","Person","235",""
"2015M05","Switzerland","Afghanistan","Males","Total","Asylum applicant","Person","90",""
"2015M05","Switzerland","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M05","Switzerland","Pakistan","Males","Total","Asylum applicant","Person","5",""
"2015M05","Switzerland","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M05","Switzerland","Iraq","Males","Total","Asylum applicant","Person","25",""
"2015M05","Switzerland","Iraq","Females","Total","Asylum applicant","Person","10",""
"2015M05","Switzerland","Syria","Males","Total","Asylum applicant","Person","70",""
"2015M05","Switzerland","Syria","Females","Total","Asylum applicant","Person","35",""
"2015M06","Belgium","Albania","Males","Total","Asylum applicant","Person","30",""
"2015M06","Belgium","Albania","Females","Total","Asylum applicant","Person","25",""
"2015M06","Belgium","Serbia","Males","Total","Asylum applicant","Person","25",""
"2015M06","Belgium","Serbia","Females","Total","Asylum applicant","Person","30",""
"2015M06","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","60",""
"2015M06","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","35",""
"2015M06","Belgium","Russia","Males","Total","Asylum applicant","Person","55",""
"2015M06","Belgium","Russia","Females","Total","Asylum applicant","Person","65",""
"2015M06","Belgium","Extra EU-28","Males","Total","Asylum applicant","Person","1,950",""
"2015M06","Belgium","Extra EU-28","Females","Total","Asylum applicant","Person","930",""
"2015M06","Belgium","Eritrea","Males","Total","Asylum applicant","Person","25",""
"2015M06","Belgium","Eritrea","Females","Total","Asylum applicant","Person","10",""
"2015M06","Belgium","Afghanistan","Males","Total","Asylum applicant","Person","285",""
"2015M06","Belgium","Afghanistan","Females","Total","Asylum applicant","Person","35",""
"2015M06","Belgium","Pakistan","Males","Total","Asylum applicant","Person","60",""
"2015M06","Belgium","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M06","Belgium","Iraq","Males","Total","Asylum applicant","Person","350",""
"2015M06","Belgium","Iraq","Females","Total","Asylum applicant","Person","90",""
"2015M06","Belgium","Syria","Males","Total","Asylum applicant","Person","325",""
"2015M06","Belgium","Syria","Females","Total","Asylum applicant","Person","210",""
"2015M06","Germany (until 1990 former territory of the FRG)","Albania","Males","Total","Asylum applicant","Person","3,605",""
"2015M06","Germany (until 1990 former territory of the FRG)","Albania","Females","Total","Asylum applicant","Person","2,325",""
"2015M06","Germany (until 1990 former territory of the FRG)","Serbia","Males","Total","Asylum applicant","Person","1,125",""
"2015M06","Germany (until 1990 former territory of the FRG)","Serbia","Females","Total","Asylum applicant","Person","1,115",""
"2015M06","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","995",""
"2015M06","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","585",""
"2015M06","Germany (until 1990 former territory of the FRG)","Russia","Males","Total","Asylum applicant","Person","300",""
"2015M06","Germany (until 1990 former territory of the FRG)","Russia","Females","Total","Asylum applicant","Person","295",""
"2015M06","Germany (until 1990 former territory of the FRG)","Extra EU-28","Males","Total","Asylum applicant","Person","24,670",""
"2015M06","Germany (until 1990 former territory of the FRG)","Extra EU-28","Females","Total","Asylum applicant","Person","10,710",""
"2015M06","Germany (until 1990 former territory of the FRG)","Eritrea","Males","Total","Asylum applicant","Person","815",""
"2015M06","Germany (until 1990 former territory of the FRG)","Eritrea","Females","Total","Asylum applicant","Person","255",""
"2015M06","Germany (until 1990 former territory of the FRG)","Afghanistan","Males","Total","Asylum applicant","Person","1,615",""
"2015M06","Germany (until 1990 former territory of the FRG)","Afghanistan","Females","Total","Asylum applicant","Person","460",""
"2015M06","Germany (until 1990 former territory of the FRG)","Pakistan","Males","Total","Asylum applicant","Person","735",""
"2015M06","Germany (until 1990 former territory of the FRG)","Pakistan","Females","Total","Asylum applicant","Person","95",""
"2015M06","Germany (until 1990 former territory of the FRG)","Iraq","Males","Total","Asylum applicant","Person","1,570",""
"2015M06","Germany (until 1990 former territory of the FRG)","Iraq","Females","Total","Asylum applicant","Person","510",""
"2015M06","Germany (until 1990 former territory of the FRG)","Syria","Males","Total","Asylum applicant","Person","5,965",""
"2015M06","Germany (until 1990 former territory of the FRG)","Syria","Females","Total","Asylum applicant","Person","1,580",""
"2015M06","France","Albania","Males","Total","Asylum applicant","Person","110",""
"2015M06","France","Albania","Females","Total","Asylum applicant","Person","85",""
"2015M06","France","Serbia","Males","Total","Asylum applicant","Person","25",""
"2015M06","France","Serbia","Females","Total","Asylum applicant","Person","30",""
"2015M06","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","225",""
"2015M06","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","165",""
"2015M06","France","Russia","Males","Total","Asylum applicant","Person","130",""
"2015M06","France","Russia","Females","Total","Asylum applicant","Person","125",""
"2015M06","France","Extra EU-28","Males","Total","Asylum applicant","Person","3,510",""
"2015M06","France","Extra EU-28","Females","Total","Asylum applicant","Person","2,090",""
"2015M06","France","Eritrea","Males","Total","Asylum applicant","Person","65",""
"2015M06","France","Eritrea","Females","Total","Asylum applicant","Person","35",""
"2015M06","France","Afghanistan","Males","Total","Asylum applicant","Person","70",""
"2015M06","France","Afghanistan","Females","Total","Asylum applicant","Person","10",""
"2015M06","France","Pakistan","Males","Total","Asylum applicant","Person","125",""
"2015M06","France","Pakistan","Females","Total","Asylum applicant","Person","10",""
"2015M06","France","Iraq","Males","Total","Asylum applicant","Person","110",""
"2015M06","France","Iraq","Females","Total","Asylum applicant","Person","125",""
"2015M06","France","Syria","Males","Total","Asylum applicant","Person","180",""
"2015M06","France","Syria","Females","Total","Asylum applicant","Person","125",""
"2015M06","Italy","Albania","Males","Total","Asylum applicant","Person","15",""
"2015M06","Italy","Albania","Females","Total","Asylum applicant","Person","10",""
"2015M06","Italy","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M06","Italy","Serbia","Females","Total","Asylum applicant","Person","5",""
"2015M06","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","15",""
"2015M06","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M06","Italy","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M06","Italy","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M06","Italy","Extra EU-28","Males","Total","Asylum applicant","Person","4,785",""
"2015M06","Italy","Extra EU-28","Females","Total","Asylum applicant","Person","550",""
"2015M06","Italy","Eritrea","Males","Total","Asylum applicant","Person","25",""
"2015M06","Italy","Eritrea","Females","Total","Asylum applicant","Person","15",""
"2015M06","Italy","Afghanistan","Males","Total","Asylum applicant","Person","305",""
"2015M06","Italy","Afghanistan","Females","Total","Asylum applicant","Person","0",""
"2015M06","Italy","Pakistan","Males","Total","Asylum applicant","Person","435",""
"2015M06","Italy","Pakistan","Females","Total","Asylum applicant","Person","15",""
"2015M06","Italy","Iraq","Males","Total","Asylum applicant","Person","30",""
"2015M06","Italy","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M06","Italy","Syria","Males","Total","Asylum applicant","Person","20",""
"2015M06","Italy","Syria","Females","Total","Asylum applicant","Person","5",""
"2015M06","Hungary","Albania","Males","Total","Asylum applicant","Person","20",""
"2015M06","Hungary","Albania","Females","Total","Asylum applicant","Person","0",""
"2015M06","Hungary","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M06","Hungary","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M06","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","95",""
"2015M06","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","20",""
"2015M06","Hungary","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M06","Hungary","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M06","Hungary","Extra EU-28","Males","Total","Asylum applicant","Person","14,060",""
"2015M06","Hungary","Extra EU-28","Females","Total","Asylum applicant","Person","2,520",""
"2015M06","Hungary","Eritrea","Males","Total","Asylum applicant","Person","20",""
"2015M06","Hungary","Eritrea","Females","Total","Asylum applicant","Person","15",""
"2015M06","Hungary","Afghanistan","Males","Total","Asylum applicant","Person","5,705",""
"2015M06","Hungary","Afghanistan","Females","Total","Asylum applicant","Person","1,045",""
"2015M06","Hungary","Pakistan","Males","Total","Asylum applicant","Person","1,485",""
"2015M06","Hungary","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M06","Hungary","Iraq","Males","Total","Asylum applicant","Person","870",""
"2015M06","Hungary","Iraq","Females","Total","Asylum applicant","Person","185",""
"2015M06","Hungary","Syria","Males","Total","Asylum applicant","Person","3,850",""
"2015M06","Hungary","Syria","Females","Total","Asylum applicant","Person","835",""
"2015M06","Netherlands","Albania","Males","Total","Asylum applicant","Person","30",""
"2015M06","Netherlands","Albania","Females","Total","Asylum applicant","Person","10",""
"2015M06","Netherlands","Serbia","Males","Total","Asylum applicant","Person","15",""
"2015M06","Netherlands","Serbia","Females","Total","Asylum applicant","Person","10",""
"2015M06","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","115",""
"2015M06","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","50",""
"2015M06","Netherlands","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M06","Netherlands","Russia","Females","Total","Asylum applicant","Person","10",""
"2015M06","Netherlands","Extra EU-28","Males","Total","Asylum applicant","Person","2,185",""
"2015M06","Netherlands","Extra EU-28","Females","Total","Asylum applicant","Person","900",""
"2015M06","Netherlands","Eritrea","Males","Total","Asylum applicant","Person","845",""
"2015M06","Netherlands","Eritrea","Females","Total","Asylum applicant","Person","405",""
"2015M06","Netherlands","Afghanistan","Males","Total","Asylum applicant","Person","50",""
"2015M06","Netherlands","Afghanistan","Females","Total","Asylum applicant","Person","20",""
"2015M06","Netherlands","Pakistan","Males","Total","Asylum applicant","Person","15",""
"2015M06","Netherlands","Pakistan","Females","Total","Asylum applicant","Person","15",""
"2015M06","Netherlands","Iraq","Males","Total","Asylum applicant","Person","50",""
"2015M06","Netherlands","Iraq","Females","Total","Asylum applicant","Person","15",""
"2015M06","Netherlands","Syria","Males","Total","Asylum applicant","Person","590",""
"2015M06","Netherlands","Syria","Females","Total","Asylum applicant","Person","150",""
"2015M06","Slovenia","Albania","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Albania","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Extra EU-28","Males","Total","Asylum applicant","Person","15",""
"2015M06","Slovenia","Extra EU-28","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Eritrea","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Eritrea","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Afghanistan","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Afghanistan","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Pakistan","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Iraq","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Syria","Males","Total","Asylum applicant","Person","0",""
"2015M06","Slovenia","Syria","Females","Total","Asylum applicant","Person","0",""
"2015M06","Sweden","Albania","Males","Total","Asylum applicant","Person","125",""
"2015M06","Sweden","Albania","Females","Total","Asylum applicant","Person","75",""
"2015M06","Sweden","Serbia","Males","Total","Asylum applicant","Person","45",""
"2015M06","Sweden","Serbia","Females","Total","Asylum applicant","Person","30",""
"2015M06","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","75",""
"2015M06","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","30",""
"2015M06","Sweden","Russia","Males","Total","Asylum applicant","Person","25",""
"2015M06","Sweden","Russia","Females","Total","Asylum applicant","Person","20",""
"2015M06","Sweden","Extra EU-28","Males","Total","Asylum applicant","Person","4,620",""
"2015M06","Sweden","Extra EU-28","Females","Total","Asylum applicant","Person","1,990",""
"2015M06","Sweden","Eritrea","Males","Total","Asylum applicant","Person","700",""
"2015M06","Sweden","Eritrea","Females","Total","Asylum applicant","Person","355",""
"2015M06","Sweden","Afghanistan","Males","Total","Asylum applicant","Person","670",""
"2015M06","Sweden","Afghanistan","Females","Total","Asylum applicant","Person","70",""
"2015M06","Sweden","Pakistan","Males","Total","Asylum applicant","Person","30",""
"2015M06","Sweden","Pakistan","Females","Total","Asylum applicant","Person","10",""
"2015M06","Sweden","Iraq","Males","Total","Asylum applicant","Person","190",""
"2015M06","Sweden","Iraq","Females","Total","Asylum applicant","Person","75",""
"2015M06","Sweden","Syria","Males","Total","Asylum applicant","Person","1,200",""
"2015M06","Sweden","Syria","Females","Total","Asylum applicant","Person","555",""
"2015M06","United Kingdom","Albania","Males","Total","Asylum applicant","Person","100",""
"2015M06","United Kingdom","Albania","Females","Total","Asylum applicant","Person","55",""
"2015M06","United Kingdom","Serbia","Males","Total","Asylum applicant","Person","0",""
"2015M06","United Kingdom","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M06","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","0",""
"2015M06","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","0",""
"2015M06","United Kingdom","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M06","United Kingdom","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M06","United Kingdom","Extra EU-28","Males","Total","Asylum applicant","Person","2,240",""
"2015M06","United Kingdom","Extra EU-28","Females","Total","Asylum applicant","Person","810",""
"2015M06","United Kingdom","Eritrea","Males","Total","Asylum applicant","Person","320",""
"2015M06","United Kingdom","Eritrea","Females","Total","Asylum applicant","Person","85",""
"2015M06","United Kingdom","Afghanistan","Males","Total","Asylum applicant","Person","225",""
"2015M06","United Kingdom","Afghanistan","Females","Total","Asylum applicant","Person","70",""
"2015M06","United Kingdom","Pakistan","Males","Total","Asylum applicant","Person","170",""
"2015M06","United Kingdom","Pakistan","Females","Total","Asylum applicant","Person","55",""
"2015M06","United Kingdom","Iraq","Males","Total","Asylum applicant","Person","105",""
"2015M06","United Kingdom","Iraq","Females","Total","Asylum applicant","Person","35",""
"2015M06","United Kingdom","Syria","Males","Total","Asylum applicant","Person","155",""
"2015M06","United Kingdom","Syria","Females","Total","Asylum applicant","Person","15",""
"2015M06","Switzerland","Albania","Males","Total","Asylum applicant","Person","15",""
"2015M06","Switzerland","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M06","Switzerland","Serbia","Males","Total","Asylum applicant","Person","10",""
"2015M06","Switzerland","Serbia","Females","Total","Asylum applicant","Person","10",""
"2015M06","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","25",""
"2015M06","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","10",""
"2015M06","Switzerland","Russia","Males","Total","Asylum applicant","Person","10",""
"2015M06","Switzerland","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M06","Switzerland","Extra EU-28","Males","Total","Asylum applicant","Person","2,810",""
"2015M06","Switzerland","Extra EU-28","Females","Total","Asylum applicant","Person","990",""
"2015M06","Switzerland","Eritrea","Males","Total","Asylum applicant","Person","1,625",""
"2015M06","Switzerland","Eritrea","Females","Total","Asylum applicant","Person","575",""
"2015M06","Switzerland","Afghanistan","Males","Total","Asylum applicant","Person","115",""
"2015M06","Switzerland","Afghanistan","Females","Total","Asylum applicant","Person","40",""
"2015M06","Switzerland","Pakistan","Males","Total","Asylum applicant","Person","5",""
"2015M06","Switzerland","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M06","Switzerland","Iraq","Males","Total","Asylum applicant","Person","30",""
"2015M06","Switzerland","Iraq","Females","Total","Asylum applicant","Person","5",""
"2015M06","Switzerland","Syria","Males","Total","Asylum applicant","Person","95",""
"2015M06","Switzerland","Syria","Females","Total","Asylum applicant","Person","45",""
"2015M07","Belgium","Albania","Males","Total","Asylum applicant","Person","40",""
"2015M07","Belgium","Albania","Females","Total","Asylum applicant","Person","20",""
"2015M07","Belgium","Serbia","Males","Total","Asylum applicant","Person","20",""
"2015M07","Belgium","Serbia","Females","Total","Asylum applicant","Person","15",""
"2015M07","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","35",""
"2015M07","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","30",""
"2015M07","Belgium","Russia","Males","Total","Asylum applicant","Person","50",""
"2015M07","Belgium","Russia","Females","Total","Asylum applicant","Person","50",""
"2015M07","Belgium","Extra EU-28","Males","Total","Asylum applicant","Person","2,670",""
"2015M07","Belgium","Extra EU-28","Females","Total","Asylum applicant","Person","920",""
"2015M07","Belgium","Eritrea","Males","Total","Asylum applicant","Person","10",""
"2015M07","Belgium","Eritrea","Females","Total","Asylum applicant","Person","10",""
"2015M07","Belgium","Afghanistan","Males","Total","Asylum applicant","Person","370",""
"2015M07","Belgium","Afghanistan","Females","Total","Asylum applicant","Person","40",""
"2015M07","Belgium","Pakistan","Males","Total","Asylum applicant","Person","70",""
"2015M07","Belgium","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M07","Belgium","Iraq","Males","Total","Asylum applicant","Person","875",""
"2015M07","Belgium","Iraq","Females","Total","Asylum applicant","Person","125",""
"2015M07","Belgium","Syria","Males","Total","Asylum applicant","Person","450",""
"2015M07","Belgium","Syria","Females","Total","Asylum applicant","Person","230",""
"2015M07","Germany (until 1990 former territory of the FRG)","Albania","Males","Total","Asylum applicant","Person","4,550",""
"2015M07","Germany (until 1990 former territory of the FRG)","Albania","Females","Total","Asylum applicant","Person","3,075",""
"2015M07","Germany (until 1990 former territory of the FRG)","Serbia","Males","Total","Asylum applicant","Person","1,235",""
"2015M07","Germany (until 1990 former territory of the FRG)","Serbia","Females","Total","Asylum applicant","Person","1,145",""
"2015M07","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","860",""
"2015M07","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","535",""
"2015M07","Germany (until 1990 former territory of the FRG)","Russia","Males","Total","Asylum applicant","Person","250",""
"2015M07","Germany (until 1990 former territory of the FRG)","Russia","Females","Total","Asylum applicant","Person","260",""
"2015M07","Germany (until 1990 former territory of the FRG)","Extra EU-28","Males","Total","Asylum applicant","Person","25,840",""
"2015M07","Germany (until 1990 former territory of the FRG)","Extra EU-28","Females","Total","Asylum applicant","Person","11,615",""
"2015M07","Germany (until 1990 former territory of the FRG)","Eritrea","Males","Total","Asylum applicant","Person","910",""
"2015M07","Germany (until 1990 former territory of the FRG)","Eritrea","Females","Total","Asylum applicant","Person","300",""
"2015M07","Germany (until 1990 former territory of the FRG)","Afghanistan","Males","Total","Asylum applicant","Person","1,655",""
"2015M07","Germany (until 1990 former territory of the FRG)","Afghanistan","Females","Total","Asylum applicant","Person","465",""
"2015M07","Germany (until 1990 former territory of the FRG)","Pakistan","Males","Total","Asylum applicant","Person","645",""
"2015M07","Germany (until 1990 former territory of the FRG)","Pakistan","Females","Total","Asylum applicant","Person","45",""
"2015M07","Germany (until 1990 former territory of the FRG)","Iraq","Males","Total","Asylum applicant","Person","1,585",""
"2015M07","Germany (until 1990 former territory of the FRG)","Iraq","Females","Total","Asylum applicant","Person","495",""
"2015M07","Germany (until 1990 former territory of the FRG)","Syria","Males","Total","Asylum applicant","Person","7,460",""
"2015M07","Germany (until 1990 former territory of the FRG)","Syria","Females","Total","Asylum applicant","Person","1,945",""
"2015M07","France","Albania","Males","Total","Asylum applicant","Person","150",""
"2015M07","France","Albania","Females","Total","Asylum applicant","Person","135",""
"2015M07","France","Serbia","Males","Total","Asylum applicant","Person","40",""
"2015M07","France","Serbia","Females","Total","Asylum applicant","Person","25",""
"2015M07","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","205",""
"2015M07","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","150",""
"2015M07","France","Russia","Males","Total","Asylum applicant","Person","120",""
"2015M07","France","Russia","Females","Total","Asylum applicant","Person","145",""
"2015M07","France","Extra EU-28","Males","Total","Asylum applicant","Person","3,560",""
"2015M07","France","Extra EU-28","Females","Total","Asylum applicant","Person","2,175",""
"2015M07","France","Eritrea","Males","Total","Asylum applicant","Person","45",""
"2015M07","France","Eritrea","Females","Total","Asylum applicant","Person","25",""
"2015M07","France","Afghanistan","Males","Total","Asylum applicant","Person","70",""
"2015M07","France","Afghanistan","Females","Total","Asylum applicant","Person","15",""
"2015M07","France","Pakistan","Males","Total","Asylum applicant","Person","110",""
"2015M07","France","Pakistan","Females","Total","Asylum applicant","Person","5",""
"2015M07","France","Iraq","Males","Total","Asylum applicant","Person","160",""
"2015M07","France","Iraq","Females","Total","Asylum applicant","Person","145",""
"2015M07","France","Syria","Males","Total","Asylum applicant","Person","135",""
"2015M07","France","Syria","Females","Total","Asylum applicant","Person","95",""
"2015M07","Italy","Albania","Males","Total","Asylum applicant","Person","30",""
"2015M07","Italy","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Serbia","Females","Total","Asylum applicant","Person","10",""
"2015M07","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","30",""
"2015M07","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Russia","Females","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Extra EU-28","Males","Total","Asylum applicant","Person","7,715",""
"2015M07","Italy","Extra EU-28","Females","Total","Asylum applicant","Person","890",""
"2015M07","Italy","Eritrea","Males","Total","Asylum applicant","Person","15",""
"2015M07","Italy","Eritrea","Females","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Afghanistan","Males","Total","Asylum applicant","Person","320",""
"2015M07","Italy","Afghanistan","Females","Total","Asylum applicant","Person","5",""
"2015M07","Italy","Pakistan","Males","Total","Asylum applicant","Person","810",""
"2015M07","Italy","Pakistan","Females","Total","Asylum applicant","Person","10",""
"2015M07","Italy","Iraq","Males","Total","Asylum applicant","Person","40",""
"2015M07","Italy","Iraq","Females","Total","Asylum applicant","Person","0",""
"2015M07","Italy","Syria","Males","Total","Asylum applicant","Person","15",""
"2015M07","Italy","Syria","Females","Total","Asylum applicant","Person","10",""
"2015M07","Hungary","Albania","Males","Total","Asylum applicant","Person","25",""
"2015M07","Hungary","Albania","Females","Total","Asylum applicant","Person","5",""
"2015M07","Hungary","Serbia","Males","Total","Asylum applicant","Person","5",""
"2015M07","Hungary","Serbia","Females","Total","Asylum applicant","Person","0",""
"2015M07","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","105",""
"2015M07","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","35",""
"2015M07","Hungary","Russia","Males","Total","Asylum applicant","Person","0",""
"2015M07","Hungary","Russia","Females","Total","Asylum applicant","Person","0",""
"2015M07","Hungary","Extra EU-28","Males","Total","Asylum applicant","Person","25,675",""
"2015M07","Hungary","Extra EU-28","Females","Total","Asylum applicant","Person","5,595",""
"2015M07","Hungary","Eritrea","Males","Total","Asylum applicant","Person","80",""
"2015M07","Hungary","Eritrea","Females","Total","Asylum applicant","Person","115",""
"2015M07","Hungary","Afghanistan","Males","Total","Asylum applicant","Person","8,315",""
"2015M07","Hungary","Afghanistan","Females","Total","Asylum applicant","Person","1,830",""
"2015M07","Hungary","Pakistan","Males","Total","Asylum applicant","Person","3,800",""
"2015M07","Hungary","Pakistan","Females","Total","Asylum applicant","Person","15",""
"2015M07","Hungary","Iraq","Males","Total","Asylum applicant","Person","1,095",""
"2015M07","Hungary","Iraq","Females","Total","Asylum applicant","Person","315",""
"2015M07","Hungary","Syria","Males","Total","Asylum applicant","Person","9,705",""
"2015M07","Hungary","Syria","Females","Total","Asylum applicant","Person","2,765",""
"2015M07","Netherlands","Albania","Males","Total","Asylum applicant","Person","50",""
"2015M07","Netherlands","Albania","Females","Total","Asylum applicant","Person","20",""
"2015M07","Netherlands","Serbia","Males","Total","Asylum applicant","Person","20",""
"2015M07","Netherlands","Serbia","Females","Total","Asylum applicant","Person","10",""
"2015M07","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Males","Total","Asylum applicant","Person","75",""
"2015M07","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Females","Total","Asylum applicant","Person","35",""
"2015M07","Netherlands","Russia","Males","Total","Asylum applicant","Person","5",""
"2015M07","Netherlands","Russia","Females","Total","Asylum applicant","Person","10",""
"2015M07","Netherlands","Extra EU-28","Males","Total","Asylum applicant","Person","2,345",""
"2015M07","Netherlands","Extra EU-28","Females","Total","Asylum applicant","Person","815",""
"2015M07","Netherlands","Eritrea","Males","Total","Asylum applicant","Person","665",""
"2015M07","Netherlands","Eritrea","Females","Total","Asylum applicant","Person","330",""
"2015M07","Netherlands","Afghanistan","Males","Total","Asylum applicant","Person","60",""
"2015M07","Netherlands","Afghanistan","Females","Total","Asylum applicant","Person","35",""
"2015M07","Netherlands","Pakistan","Males","Total","Asylum applicant","Person","10",""
"2015M07","Netherlands","Pakistan","Females","Total","Asylum applicant","Person","0",""
"2015M07","Netherlands","Iraq","Males","Total","Asylum applicant","Person","70",""
"2015M07","Netherlands","Iraq","Females","Total","Asylum applicant","Person","25",""
"2015M07","Netherlands","Syria","Males","Total","Asylum applicant","Person","940",""
"2015M07","Netherlands","Syria","Females","Total","Asylum applicant","Person","185",""
