"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2014Q4","Hungary","Extra EU-28","Total","Total","Rejected","Person","3,130",""
"2014Q4","Hungary","Eritrea","Total","Total","Total","Person","5",""
"2014Q4","Hungary","Eritrea","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Hungary","Eritrea","Total","Total","Rejected","Person","0",""
"2014Q4","Hungary","Afghanistan","Total","Total","Total","Person","105",""
"2014Q4","Hungary","Afghanistan","Total","Total","Total positive decisions","Person","35",""
"2014Q4","Hungary","Afghanistan","Total","Total","Rejected","Person","75",""
"2014Q4","Hungary","Pakistan","Total","Total","Total","Person","20",""
"2014Q4","Hungary","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Hungary","Pakistan","Total","Total","Rejected","Person","20",""
"2014Q4","Hungary","Iraq","Total","Total","Total","Person","15",""
"2014Q4","Hungary","Iraq","Total","Total","Total positive decisions","Person","10",""
"2014Q4","Hungary","Iraq","Total","Total","Rejected","Person","5",""
"2014Q4","Hungary","Syria","Total","Total","Total","Person","65",""
"2014Q4","Hungary","Syria","Total","Total","Total positive decisions","Person","45",""
"2014Q4","Hungary","Syria","Total","Total","Rejected","Person","20",""
"2014Q4","Hungary","Total","Total","Total","Total","Person","3,290",""
"2014Q4","Hungary","Total","Total","Total","Total positive decisions","Person","165",""
"2014Q4","Hungary","Total","Total","Total","Rejected","Person","3,130",""
"2014Q4","Netherlands","Albania","Total","Total","Total","Person","15",""
"2014Q4","Netherlands","Albania","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Netherlands","Albania","Total","Total","Rejected","Person","15",""
"2014Q4","Netherlands","Serbia","Total","Total","Total","Person","55",""
"2014Q4","Netherlands","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Netherlands","Serbia","Total","Total","Rejected","Person","55",""
"2014Q4","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10",""
"2014Q4","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","10",""
"2014Q4","Netherlands","Russia","Total","Total","Total","Person","30",""
"2014Q4","Netherlands","Russia","Total","Total","Total positive decisions","Person","10",""
"2014Q4","Netherlands","Russia","Total","Total","Rejected","Person","20",""
"2014Q4","Netherlands","Extra EU-28","Total","Total","Total","Person","6,290",""
"2014Q4","Netherlands","Extra EU-28","Total","Total","Total positive decisions","Person","4,655",""
"2014Q4","Netherlands","Extra EU-28","Total","Total","Rejected","Person","1,630",""
"2014Q4","Netherlands","Eritrea","Total","Total","Total","Person","1,380",""
"2014Q4","Netherlands","Eritrea","Total","Total","Total positive decisions","Person","1,265",""
"2014Q4","Netherlands","Eritrea","Total","Total","Rejected","Person","120",""
"2014Q4","Netherlands","Afghanistan","Total","Total","Total","Person","160",""
"2014Q4","Netherlands","Afghanistan","Total","Total","Total positive decisions","Person","80",""
"2014Q4","Netherlands","Afghanistan","Total","Total","Rejected","Person","80",""
"2014Q4","Netherlands","Pakistan","Total","Total","Total","Person","60",""
"2014Q4","Netherlands","Pakistan","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Netherlands","Pakistan","Total","Total","Rejected","Person","45",""
"2014Q4","Netherlands","Iraq","Total","Total","Total","Person","165",""
"2014Q4","Netherlands","Iraq","Total","Total","Total positive decisions","Person","50",""
"2014Q4","Netherlands","Iraq","Total","Total","Rejected","Person","115",""
"2014Q4","Netherlands","Syria","Total","Total","Total","Person","2,455",""
"2014Q4","Netherlands","Syria","Total","Total","Total positive decisions","Person","2,305",""
"2014Q4","Netherlands","Syria","Total","Total","Rejected","Person","150",""
"2014Q4","Netherlands","Total","Total","Total","Total","Person","6,295",""
"2014Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","4,655",""
"2014Q4","Netherlands","Total","Total","Total","Rejected","Person","1,635",""
"2014Q4","Slovenia","Albania","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Albania","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Albania","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Serbia","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Serbia","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Russia","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Russia","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Russia","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Extra EU-28","Total","Total","Total","Person","25",""
"2014Q4","Slovenia","Extra EU-28","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Slovenia","Extra EU-28","Total","Total","Rejected","Person","15",""
"2014Q4","Slovenia","Eritrea","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Eritrea","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Eritrea","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Afghanistan","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Afghanistan","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Afghanistan","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Pakistan","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Pakistan","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Iraq","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Iraq","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Iraq","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Syria","Total","Total","Total","Person","0",""
"2014Q4","Slovenia","Syria","Total","Total","Total positive decisions","Person","0",""
"2014Q4","Slovenia","Syria","Total","Total","Rejected","Person","0",""
"2014Q4","Slovenia","Total","Total","Total","Total","Person","25",""
"2014Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Slovenia","Total","Total","Total","Rejected","Person","15",""
"2014Q4","Sweden","Albania","Total","Total","Total","Person","405",""
"2014Q4","Sweden","Albania","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Sweden","Albania","Total","Total","Rejected","Person","400",""
"2014Q4","Sweden","Serbia","Total","Total","Total","Person","250",""
"2014Q4","Sweden","Serbia","Total","Total","Total positive decisions","Person","10",""
"2014Q4","Sweden","Serbia","Total","Total","Rejected","Person","240",""
"2014Q4","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","225",""
"2014Q4","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","40",""
"2014Q4","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","185",""
"2014Q4","Sweden","Russia","Total","Total","Total","Person","120",""
"2014Q4","Sweden","Russia","Total","Total","Total positive decisions","Person","45",""
"2014Q4","Sweden","Russia","Total","Total","Rejected","Person","70",""
"2014Q4","Sweden","Extra EU-28","Total","Total","Total","Person","10,690",""
"2014Q4","Sweden","Extra EU-28","Total","Total","Total positive decisions","Person","7,975",""
"2014Q4","Sweden","Extra EU-28","Total","Total","Rejected","Person","2,715",""
"2014Q4","Sweden","Eritrea","Total","Total","Total","Person","2,400",""
"2014Q4","Sweden","Eritrea","Total","Total","Total positive decisions","Person","2,400",""
"2014Q4","Sweden","Eritrea","Total","Total","Rejected","Person","0",""
"2014Q4","Sweden","Afghanistan","Total","Total","Total","Person","600",""
"2014Q4","Sweden","Afghanistan","Total","Total","Total positive decisions","Person","455",""
"2014Q4","Sweden","Afghanistan","Total","Total","Rejected","Person","145",""
"2014Q4","Sweden","Pakistan","Total","Total","Total","Person","60",""
"2014Q4","Sweden","Pakistan","Total","Total","Total positive decisions","Person","20",""
"2014Q4","Sweden","Pakistan","Total","Total","Rejected","Person","40",""
"2014Q4","Sweden","Iraq","Total","Total","Total","Person","270",""
"2014Q4","Sweden","Iraq","Total","Total","Total positive decisions","Person","160",""
"2014Q4","Sweden","Iraq","Total","Total","Rejected","Person","110",""
"2014Q4","Sweden","Syria","Total","Total","Total","Person","3,385",""
"2014Q4","Sweden","Syria","Total","Total","Total positive decisions","Person","3,380",""
"2014Q4","Sweden","Syria","Total","Total","Rejected","Person","5",""
"2014Q4","Sweden","Total","Total","Total","Total","Person","10,725",""
"2014Q4","Sweden","Total","Total","Total","Total positive decisions","Person","7,975",""
"2014Q4","Sweden","Total","Total","Total","Rejected","Person","2,750",""
"2014Q4","United Kingdom","Albania","Total","Total","Total","Person","410",""
"2014Q4","United Kingdom","Albania","Total","Total","Total positive decisions","Person","120",""
"2014Q4","United Kingdom","Albania","Total","Total","Rejected","Person","295",""
"2014Q4","United Kingdom","Serbia","Total","Total","Total","Person","5",""
"2014Q4","United Kingdom","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q4","United Kingdom","Serbia","Total","Total","Rejected","Person","5",""
"2014Q4","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10",""
"2014Q4","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2014Q4","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","10",""
"2014Q4","United Kingdom","Russia","Total","Total","Total","Person","30",""
"2014Q4","United Kingdom","Russia","Total","Total","Total positive decisions","Person","10",""
"2014Q4","United Kingdom","Russia","Total","Total","Rejected","Person","25",""
"2014Q4","United Kingdom","Extra EU-28","Total","Total","Total","Person","9,410",""
"2014Q4","United Kingdom","Extra EU-28","Total","Total","Total positive decisions","Person","3,905",""
"2014Q4","United Kingdom","Extra EU-28","Total","Total","Rejected","Person","5,505",""
"2014Q4","United Kingdom","Eritrea","Total","Total","Total","Person","1,135",""
"2014Q4","United Kingdom","Eritrea","Total","Total","Total positive decisions","Person","1,035",""
"2014Q4","United Kingdom","Eritrea","Total","Total","Rejected","Person","100",""
"2014Q4","United Kingdom","Afghanistan","Total","Total","Total","Person","560",""
"2014Q4","United Kingdom","Afghanistan","Total","Total","Total positive decisions","Person","235",""
"2014Q4","United Kingdom","Afghanistan","Total","Total","Rejected","Person","325",""
"2014Q4","United Kingdom","Pakistan","Total","Total","Total","Person","1,175",""
"2014Q4","United Kingdom","Pakistan","Total","Total","Total positive decisions","Person","240",""
"2014Q4","United Kingdom","Pakistan","Total","Total","Rejected","Person","940",""
"2014Q4","United Kingdom","Iraq","Total","Total","Total","Person","265",""
"2014Q4","United Kingdom","Iraq","Total","Total","Total positive decisions","Person","80",""
"2014Q4","United Kingdom","Iraq","Total","Total","Rejected","Person","185",""
"2014Q4","United Kingdom","Syria","Total","Total","Total","Person","515",""
"2014Q4","United Kingdom","Syria","Total","Total","Total positive decisions","Person","465",""
"2014Q4","United Kingdom","Syria","Total","Total","Rejected","Person","45",""
"2014Q4","United Kingdom","Total","Total","Total","Total","Person","9,465",""
"2014Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,905",""
"2014Q4","United Kingdom","Total","Total","Total","Rejected","Person","5,560",""
"2014Q4","Switzerland","Albania","Total","Total","Total","Person","25",""
"2014Q4","Switzerland","Albania","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Switzerland","Albania","Total","Total","Rejected","Person","25",""
"2014Q4","Switzerland","Serbia","Total","Total","Total","Person","85",""
"2014Q4","Switzerland","Serbia","Total","Total","Total positive decisions","Person","25",""
"2014Q4","Switzerland","Serbia","Total","Total","Rejected","Person","60",""
"2014Q4","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","75",""
"2014Q4","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","45",""
"2014Q4","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","35",""
"2014Q4","Switzerland","Russia","Total","Total","Total","Person","40",""
"2014Q4","Switzerland","Russia","Total","Total","Total positive decisions","Person","20",""
"2014Q4","Switzerland","Russia","Total","Total","Rejected","Person","20",""
"2014Q4","Switzerland","Extra EU-28","Total","Total","Total","Person","5,440",""
"2014Q4","Switzerland","Extra EU-28","Total","Total","Total positive decisions","Person","3,880",""
"2014Q4","Switzerland","Extra EU-28","Total","Total","Rejected","Person","1,560",""
"2014Q4","Switzerland","Eritrea","Total","Total","Total","Person","1,200",""
"2014Q4","Switzerland","Eritrea","Total","Total","Total positive decisions","Person","935",""
"2014Q4","Switzerland","Eritrea","Total","Total","Rejected","Person","265",""
"2014Q4","Switzerland","Afghanistan","Total","Total","Total","Person","390",""
"2014Q4","Switzerland","Afghanistan","Total","Total","Total positive decisions","Person","345",""
"2014Q4","Switzerland","Afghanistan","Total","Total","Rejected","Person","45",""
"2014Q4","Switzerland","Pakistan","Total","Total","Total","Person","25",""
"2014Q4","Switzerland","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Switzerland","Pakistan","Total","Total","Rejected","Person","20",""
"2014Q4","Switzerland","Iraq","Total","Total","Total","Person","85",""
"2014Q4","Switzerland","Iraq","Total","Total","Total positive decisions","Person","70",""
"2014Q4","Switzerland","Iraq","Total","Total","Rejected","Person","15",""
"2014Q4","Switzerland","Syria","Total","Total","Total","Person","835",""
"2014Q4","Switzerland","Syria","Total","Total","Total positive decisions","Person","810",""
"2014Q4","Switzerland","Syria","Total","Total","Rejected","Person","30",""
"2014Q4","Switzerland","Total","Total","Total","Total","Person","5,450",""
"2014Q4","Switzerland","Total","Total","Total","Total positive decisions","Person","3,880",""
"2014Q4","Switzerland","Total","Total","Total","Rejected","Person","1,575",""
"2015Q1","Belgium","Albania","Total","Total","Total","Person","150",""
"2015Q1","Belgium","Albania","Total","Total","Total positive decisions","Person","25",""
"2015Q1","Belgium","Albania","Total","Total","Rejected","Person","125",""
"2015Q1","Belgium","Serbia","Total","Total","Total","Person","75",""
"2015Q1","Belgium","Serbia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Belgium","Serbia","Total","Total","Rejected","Person","70",""
"2015Q1","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","195",""
"2015Q1","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","185",""
"2015Q1","Belgium","Russia","Total","Total","Total","Person","395",""
"2015Q1","Belgium","Russia","Total","Total","Total positive decisions","Person","110",""
"2015Q1","Belgium","Russia","Total","Total","Rejected","Person","285",""
"2015Q1","Belgium","Extra EU-28","Total","Total","Total","Person","5,040",""
"2015Q1","Belgium","Extra EU-28","Total","Total","Total positive decisions","Person","2,495",""
"2015Q1","Belgium","Extra EU-28","Total","Total","Rejected","Person","2,545",""
"2015Q1","Belgium","Eritrea","Total","Total","Total","Person","135",""
"2015Q1","Belgium","Eritrea","Total","Total","Total positive decisions","Person","125",""
"2015Q1","Belgium","Eritrea","Total","Total","Rejected","Person","10",""
"2015Q1","Belgium","Afghanistan","Total","Total","Total","Person","405",""
"2015Q1","Belgium","Afghanistan","Total","Total","Total positive decisions","Person","280",""
"2015Q1","Belgium","Afghanistan","Total","Total","Rejected","Person","130",""
"2015Q1","Belgium","Pakistan","Total","Total","Total","Person","115",""
"2015Q1","Belgium","Pakistan","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Belgium","Pakistan","Total","Total","Rejected","Person","100",""
"2015Q1","Belgium","Iraq","Total","Total","Total","Person","220",""
"2015Q1","Belgium","Iraq","Total","Total","Total positive decisions","Person","155",""
"2015Q1","Belgium","Iraq","Total","Total","Rejected","Person","65",""
"2015Q1","Belgium","Syria","Total","Total","Total","Person","965",""
"2015Q1","Belgium","Syria","Total","Total","Total positive decisions","Person","955",""
"2015Q1","Belgium","Syria","Total","Total","Rejected","Person","15",""
"2015Q1","Belgium","Total","Total","Total","Total","Person","5,055",""
"2015Q1","Belgium","Total","Total","Total","Total positive decisions","Person","2,495",""
"2015Q1","Belgium","Total","Total","Total","Rejected","Person","2,560",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total","Person","625",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Rejected","Person","615",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total","Person","7,720",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Rejected","Person","7,720",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10,165",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","15",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","10,145",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total","Person","640",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total positive decisions","Person","95",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Rejected","Person","545",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total","Person","48,635",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total positive decisions","Person","21,320",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Rejected","Person","27,315",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total","Person","835",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total positive decisions","Person","760",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Rejected","Person","75",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total","Person","920",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total positive decisions","Person","610",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Rejected","Person","310",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total","Person","345",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total positive decisions","Person","50",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Rejected","Person","290",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total","Person","3,540",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total positive decisions","Person","3,520",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Rejected","Person","20",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total","Person","15,005",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total positive decisions","Person","13,850",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Rejected","Person","1,160",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","48,655",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","21,320",""
"2015Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","27,335",""
"2015Q1","France","Albania","Total","Total","Total","Person","890",""
"2015Q1","France","Albania","Total","Total","Total positive decisions","Person","115",""
"2015Q1","France","Albania","Total","Total","Rejected","Person","775",""
"2015Q1","France","Serbia","Total","Total","Total","Person","160",""
"2015Q1","France","Serbia","Total","Total","Total positive decisions","Person","45",""
"2015Q1","France","Serbia","Total","Total","Rejected","Person","110",""
"2015Q1","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","880",""
"2015Q1","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","125",""
"2015Q1","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","755",""
"2015Q1","France","Russia","Total","Total","Total","Person","1,255",""
"2015Q1","France","Russia","Total","Total","Total positive decisions","Person","295",""
"2015Q1","France","Russia","Total","Total","Rejected","Person","965",""
"2015Q1","France","Extra EU-28","Total","Total","Total","Person","17,025",""
"2015Q1","France","Extra EU-28","Total","Total","Total positive decisions","Person","4,610",""
"2015Q1","France","Extra EU-28","Total","Total","Rejected","Person","12,415",""
"2015Q1","France","Eritrea","Total","Total","Total","Person","205",""
"2015Q1","France","Eritrea","Total","Total","Total positive decisions","Person","80",""
"2015Q1","France","Eritrea","Total","Total","Rejected","Person","130",""
"2015Q1","France","Afghanistan","Total","Total","Total","Person","145",""
"2015Q1","France","Afghanistan","Total","Total","Total positive decisions","Person","130",""
"2015Q1","France","Afghanistan","Total","Total","Rejected","Person","15",""
"2015Q1","France","Pakistan","Total","Total","Total","Person","615",""
"2015Q1","France","Pakistan","Total","Total","Total positive decisions","Person","50",""
"2015Q1","France","Pakistan","Total","Total","Rejected","Person","565",""
"2015Q1","France","Iraq","Total","Total","Total","Person","565",""
"2015Q1","France","Iraq","Total","Total","Total positive decisions","Person","550",""
"2015Q1","France","Iraq","Total","Total","Rejected","Person","15",""
"2015Q1","France","Syria","Total","Total","Total","Person","850",""
"2015Q1","France","Syria","Total","Total","Total positive decisions","Person","810",""
"2015Q1","France","Syria","Total","Total","Rejected","Person","40",""
"2015Q1","France","Total","Total","Total","Total","Person","17,025",""
"2015Q1","France","Total","Total","Total","Total positive decisions","Person","4,610",""
"2015Q1","France","Total","Total","Total","Rejected","Person","12,415",""
"2015Q1","Italy","Albania","Total","Total","Total","Person","55",""
"2015Q1","Italy","Albania","Total","Total","Total positive decisions","Person","30",""
"2015Q1","Italy","Albania","Total","Total","Rejected","Person","30",""
"2015Q1","Italy","Serbia","Total","Total","Total","Person","25",""
"2015Q1","Italy","Serbia","Total","Total","Total positive decisions","Person","20",""
"2015Q1","Italy","Serbia","Total","Total","Rejected","Person","5",""
"2015Q1","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","15",""
"2015Q1","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","5",""
"2015Q1","Italy","Russia","Total","Total","Total","Person","10",""
"2015Q1","Italy","Russia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Italy","Russia","Total","Total","Rejected","Person","5",""
"2015Q1","Italy","Extra EU-28","Total","Total","Total","Person","10,625",""
"2015Q1","Italy","Extra EU-28","Total","Total","Total positive decisions","Person","5,480",""
"2015Q1","Italy","Extra EU-28","Total","Total","Rejected","Person","5,145",""
"2015Q1","Italy","Eritrea","Total","Total","Total","Person","200",""
"2015Q1","Italy","Eritrea","Total","Total","Total positive decisions","Person","175",""
"2015Q1","Italy","Eritrea","Total","Total","Rejected","Person","25",""
"2015Q1","Italy","Afghanistan","Total","Total","Total","Person","680",""
"2015Q1","Italy","Afghanistan","Total","Total","Total positive decisions","Person","660",""
"2015Q1","Italy","Afghanistan","Total","Total","Rejected","Person","20",""
"2015Q1","Italy","Pakistan","Total","Total","Total","Person","1,240",""
"2015Q1","Italy","Pakistan","Total","Total","Total positive decisions","Person","635",""
"2015Q1","Italy","Pakistan","Total","Total","Rejected","Person","605",""
"2015Q1","Italy","Iraq","Total","Total","Total","Person","145",""
"2015Q1","Italy","Iraq","Total","Total","Total positive decisions","Person","135",""
"2015Q1","Italy","Iraq","Total","Total","Rejected","Person","10",""
"2015Q1","Italy","Syria","Total","Total","Total","Person","50",""
"2015Q1","Italy","Syria","Total","Total","Total positive decisions","Person","40",""
"2015Q1","Italy","Syria","Total","Total","Rejected","Person","10",""
"2015Q1","Italy","Total","Total","Total","Total","Person","10,625",""
"2015Q1","Italy","Total","Total","Total","Total positive decisions","Person","5,480",""
"2015Q1","Italy","Total","Total","Total","Rejected","Person","5,145",""
"2015Q1","Hungary","Albania","Total","Total","Total","Person","0",""
"2015Q1","Hungary","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Hungary","Albania","Total","Total","Rejected","Person","0",""
"2015Q1","Hungary","Serbia","Total","Total","Total","Person","5",""
"2015Q1","Hungary","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Hungary","Serbia","Total","Total","Rejected","Person","5",""
"2015Q1","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","935",""
"2015Q1","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","935",""
"2015Q1","Hungary","Russia","Total","Total","Total","Person","0",""
"2015Q1","Hungary","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Hungary","Russia","Total","Total","Rejected","Person","0",""
"2015Q1","Hungary","Extra EU-28","Total","Total","Total","Person","1,255",""
"2015Q1","Hungary","Extra EU-28","Total","Total","Total positive decisions","Person","130",""
"2015Q1","Hungary","Extra EU-28","Total","Total","Rejected","Person","1,130",""
"2015Q1","Hungary","Eritrea","Total","Total","Total","Person","5",""
"2015Q1","Hungary","Eritrea","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Hungary","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q1","Hungary","Afghanistan","Total","Total","Total","Person","45",""
"2015Q1","Hungary","Afghanistan","Total","Total","Total positive decisions","Person","20",""
"2015Q1","Hungary","Afghanistan","Total","Total","Rejected","Person","25",""
"2015Q1","Hungary","Pakistan","Total","Total","Total","Person","5",""
"2015Q1","Hungary","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Hungary","Pakistan","Total","Total","Rejected","Person","5",""
"2015Q1","Hungary","Iraq","Total","Total","Total","Person","10",""
"2015Q1","Hungary","Iraq","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Hungary","Iraq","Total","Total","Rejected","Person","0",""
"2015Q1","Hungary","Syria","Total","Total","Total","Person","40",""
"2015Q1","Hungary","Syria","Total","Total","Total positive decisions","Person","40",""
"2015Q1","Hungary","Syria","Total","Total","Rejected","Person","0",""
"2015Q1","Hungary","Total","Total","Total","Total","Person","1,255",""
"2015Q1","Hungary","Total","Total","Total","Total positive decisions","Person","130",""
"2015Q1","Hungary","Total","Total","Total","Rejected","Person","1,130",""
"2015Q1","Netherlands","Albania","Total","Total","Total","Person","35",""
"2015Q1","Netherlands","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Netherlands","Albania","Total","Total","Rejected","Person","30",""
"2015Q1","Netherlands","Serbia","Total","Total","Total","Person","70",""
"2015Q1","Netherlands","Serbia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Netherlands","Serbia","Total","Total","Rejected","Person","65",""
"2015Q1","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","30",""
